Story,OutputCase,CaseType,StepType,StepNumber,Location,P,VX,VY,T,MX,MY
Story12,MODAL,LinModEigen,Mode,10,Top,0,13.5626,0.0117,-61.3209,-0.2768,14.4594
Story12,MODAL,LinModEigen,Mode,10,Bottom,0,13.5626,0.0117,-61.3209,-0.3073,49.7221
Story12,MODAL,LinModEigen,Mode,11,Top,0,0.0732,18.2843,354.5103,-22.6498,0.272
Story12,MODAL,LinModEigen,Mode,11,Bottom,0,0.0732,18.2843,354.5103,-70.189,0.4624
Story12,MODAL,LinModEigen,Mode,12,Top,0,-4.5875,0.6344,287.2094,-1.0297,-4.1666
Story12,MODAL,LinModEigen,Mode,12,Bottom,0,-4.5875,0.6344,287.2094,-2.6791,-16.0941
Story12,PP,LinStatic,None,None,Top,3696.2765,0,0,0,26089.1493,-73271.8797
Story12,PP,LinStatic,None,None,Bottom,3938.8383,0,0,0,27878.9853,-78092.7829
Story12,TERP,LinStatic,None,None,Top,526.9283,0,0,0,3597.1919,-10428.4498
Story12,TERP,LinStatic,None,None,Bottom,526.9283,0,0,0,3597.1919,-10428.4498
Story12,TERT,LinStatic,None,None,Top,47.0472,0,0,0,321.1779,-931.1116
Story12,TERT,LinStatic,None,None,Bottom,47.0472,0,0,0,321.1779,-931.1116
Story12,SCP,LinStatic,None,None,Top,940.9434,0,0,0,6423.557,-18622.2319
Story12,SCP,LinStatic,None,None,Bottom,940.9434,0,0,0,6423.557,-18622.2319
Story12,SCT,LinStatic,None,None,Top,47.0472,0,0,0,321.1779,-931.1116
Story12,SCT,LinStatic,None,None,Bottom,47.0472,0,0,0,321.1779,-931.1116
Story12,SEx,LinRespSpec,Max,None,Top,0,479.1544,33.2504,5443.1539,384.2749,6233.0218
Story12,SEx,LinRespSpec,Max,None,Bottom,0,479.1544,33.2504,5443.1539,470.0166,7397.4138
Story12,SEy,LinRespSpec,Max,None,Top,0,30.9705,478.9769,10238.845,6206.2329,357.0758
Story12,SEy,LinRespSpec,Max,None,Bottom,0,30.9705,478.9769,10238.845,7372.0365,436.8934
Story12,SEx_b2,LinRespSpec,Max,None,Top,0,479.1544,33.2504,5112.0342,384.2749,6233.0218
Story12,SEx_b2,LinRespSpec,Max,None,Bottom,0,479.1544,33.2504,5112.0342,470.0166,7397.4138
Story12,SEy_b2,LinRespSpec,Max,None,Top,0,30.9705,478.9769,9316.6946,6206.2329,357.0758
Story12,SEy_b2,LinRespSpec,Max,None,Bottom,0,30.9705,478.9769,9316.6946,7372.0365,436.8934
Story12,TorX+,LinStatic,None,None,Top,0,0,0,0,0,0
Story12,TorX+,LinStatic,None,None,Bottom,0,0,0,0,0,0
Story12,TorX-,LinStatic,None,None,Top,0,0,0,0,0,0
Story12,TorX-,LinStatic,None,None,Bottom,0,0,0,0,0,0
Story12,TorY+,LinStatic,None,None,Top,0,0,0,0,0,0
Story12,TorY+,LinStatic,None,None,Bottom,0,0,0,0,0,0
Story12,TorY-,LinStatic,None,None,Top,0,0,0,0,0,0
Story12,TorY-,LinStatic,None,None,Bottom,0,0,0,0,0,0
Story12,ED1_C1_1.4CP,Combination,None,None,Top,5978.3527,0,0,0,42010.5267,-118484.0177
Story12,ED1_C1_1.4CP,Combination,None,None,Bottom,6317.9392,0,0,0,44516.2971,-125233.2821
Story12,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,Top,6653.3353,0,0,0,46447.303,-131818.8562
Story12,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,Bottom,6944.4094,0,0,0,48595.1062,-137603.9401
Story12,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,Top,6140.5212,0,0,0,42946.4644,-121669.7398
Story12,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,Bottom,6431.5953,0,0,0,45094.2676,-127454.8237
Story12,ED1_DYN_XP,Combination,Max,None,Top,6065.2457,670.8162,46.5505,7620.4154,42970.5648,-111453.7308
Story12,ED1_DYN_XP,Combination,Max,None,Bottom,6356.3198,670.8162,46.5505,7620.4154,45238.4063,-115608.6658
Story12,ED1_DYN_XP,Combination,Min,None,Top,6065.2457,-670.8162,-46.5505,-7620.4154,41894.595,-128906.1918
Story12,ED1_DYN_XP,Combination,Min,None,Bottom,6356.3198,-670.8162,-46.5505,-7620.4154,43922.3599,-136321.4245
Story12,ED1_DYN_XN,Combination,Max,None,Top,6065.2457,670.8162,46.5505,7620.4154,42970.5648,-111453.7308
Story12,ED1_DYN_XN,Combination,Max,None,Bottom,6356.3198,670.8162,46.5505,7620.4154,45238.4063,-115608.6658
Story12,ED1_DYN_XN,Combination,Min,None,Top,6065.2457,-670.8162,-46.5505,-7620.4154,41894.595,-128906.1918
Story12,ED1_DYN_XN,Combination,Min,None,Bottom,6356.3198,-670.8162,-46.5505,-7620.4154,43922.3599,-136321.4245
Story12,ED1_DYN_YP,Combination,Max,None,Top,6065.2457,43.3588,670.5677,14334.3829,51121.306,-119680.0552
Story12,ED1_DYN_YP,Combination,Max,None,Bottom,6356.3198,43.3588,670.5677,14334.3829,54901.2341,-125353.3944
Story12,ED1_DYN_YP,Combination,Min,None,Top,6065.2457,-43.3588,-670.5677,-14334.3829,33743.8538,-120679.8674
Story12,ED1_DYN_YP,Combination,Min,None,Bottom,6356.3198,-43.3588,-670.5677,-14334.3829,34259.532,-126576.6958
Story12,ED1_DYN_YN,Combination,Max,None,Top,6065.2457,43.3588,670.5677,14334.3829,51121.306,-119680.0552
Story12,ED1_DYN_YN,Combination,Max,None,Bottom,6356.3198,43.3588,670.5677,14334.3829,54901.2341,-125353.3944
Story12,ED1_DYN_YN,Combination,Min,None,Top,6065.2457,-43.3588,-670.5677,-14334.3829,33743.8538,-120679.8674
Story12,ED1_DYN_YN,Combination,Min,None,Bottom,6356.3198,-43.3588,-670.5677,-14334.3829,34259.532,-126576.6958
Story12,ED1_DYN_09_XP,Combination,Max,None,Top,3843.2267,670.8162,46.5505,7620.4154,27544.752,-67442.0666
Story12,ED1_DYN_09_XP,Combination,Max,None,Bottom,4061.5324,670.8162,46.5505,7620.4154,29275.6428,-70150.7306
Story12,ED1_DYN_09_XP,Combination,Min,None,Top,3843.2267,-670.8162,-46.5505,-7620.4154,26468.7823,-84894.5276
Story12,ED1_DYN_09_XP,Combination,Min,None,Bottom,4061.5324,-670.8162,-46.5505,-7620.4154,27959.5963,-90863.4893
Story12,ED1_DYN_09_XN,Combination,Max,None,Top,3843.2267,670.8162,46.5505,7620.4154,27544.752,-67442.0666
Story12,ED1_DYN_09_XN,Combination,Max,None,Bottom,4061.5324,670.8162,46.5505,7620.4154,29275.6428,-70150.7306
Story12,ED1_DYN_09_XN,Combination,Min,None,Top,3843.2267,-670.8162,-46.5505,-7620.4154,26468.7823,-84894.5276
Story12,ED1_DYN_09_XN,Combination,Min,None,Bottom,4061.5324,-670.8162,-46.5505,-7620.4154,27959.5963,-90863.4893
Story12,ED1_DYN_09_YP,Combination,Max,None,Top,3843.2267,43.3588,670.5677,14334.3829,35695.4932,-75668.391
Story12,ED1_DYN_09_YP,Combination,Max,None,Bottom,4061.5324,43.3588,670.5677,14334.3829,38938.4706,-79895.4593
Story12,ED1_DYN_09_YP,Combination,Min,None,Top,3843.2267,-43.3588,-670.5677,-14334.3829,18318.0411,-76668.2032
Story12,ED1_DYN_09_YP,Combination,Min,None,Bottom,4061.5324,-43.3588,-670.5677,-14334.3829,18296.7685,-81118.7606
Story12,ED1_DYN_09_YN,Combination,Max,None,Top,3843.2267,43.3588,670.5677,14334.3829,35695.4932,-75668.391
Story12,ED1_DYN_09_YN,Combination,Max,None,Bottom,4061.5324,43.3588,670.5677,14334.3829,38938.4706,-79895.4593
Story12,ED1_DYN_09_YN,Combination,Min,None,Top,3843.2267,-43.3588,-670.5677,-14334.3829,18318.0411,-76668.2032
Story12,ED1_DYN_09_YN,Combination,Min,None,Bottom,4061.5324,-43.3588,-670.5677,-14334.3829,18296.7685,-81118.7606
Story11,Dead,LinStatic,None,None,Top,4133.9252,0,0,0,29186.8143,-81948.8556
Story11,Dead,LinStatic,None,None,Bottom,4376.487,0,0,0,30976.6503,-86769.7588
Story11,Live,LinStatic,None,None,Top,0,0,0,0,0,0
Story11,Live,LinStatic,None,None,Bottom,0,0,0,0,0,0
Story11,MODAL,LinModEigen,Mode,1,Top,0,-0.1631,-0.0084,-0.7728,0.109,-2.115
Story11,MODAL,LinModEigen,Mode,1,Bottom,0,-0.1631,-0.0084,-0.7728,0.1307,-2.5391
Story11,MODAL,LinModEigen,Mode,2,Top,0,-0.0092,-0.2241,-4.1097,2.9407,-0.12
Story11,MODAL,LinModEigen,Mode,2,Bottom,0,-0.0092,-0.2241,-4.1097,3.5233,-0.1439
Story11,MODAL,LinModEigen,Mode,3,Top,0,0.1777,-0.0269,-4.0581,0.3506,2.2988
Story11,MODAL,LinModEigen,Mode,3,Bottom,0,0.1777,-0.0269,-4.0581,0.4205,2.7607
Story11,MODAL,LinModEigen,Mode,4,Top,0,-0.3045,-0.0011,1.6444,0.5595,-26.6088
Story11,MODAL,LinModEigen,Mode,4,Bottom,0,-0.3045,-0.0011,1.6444,0.5624,-27.4004
Story11,MODAL,LinModEigen,Mode,5,Top,0,0.0111,-0.2164,-4.3824,32.6146,0.6268
Story11,MODAL,LinModEigen,Mode,5,Bottom,0,0.0111,-0.2164,-4.3824,33.1771,0.6557
Story11,MODAL,LinModEigen,Mode,6,Top,0,0.1178,-0.0108,-3.6404,0.6934,10.7233
Story11,MODAL,LinModEigen,Mode,6,Bottom,0,0.1178,-0.0108,-3.6404,0.7214,11.0297
Story11,MODAL,LinModEigen,Mode,7,Top,0,6.6647,0.066,-26.7528,0.1244,-33.0683
Story11,MODAL,LinModEigen,Mode,7,Bottom,0,6.6647,0.066,-26.7528,-0.0473,-15.7401
Story11,MODAL,LinModEigen,Mode,8,Top,0,-0.0424,9.0875,178.5465,41.5901,0.3727
Story11,MODAL,LinModEigen,Mode,8,Bottom,0,-0.0424,9.0875,178.5465,17.9626,0.2626
Story11,MODAL,LinModEigen,Mode,9,Top,0,2.3365,-0.1649,-139.2504,-0.6954,-11.6059
Story11,MODAL,LinModEigen,Mode,9,Bottom,0,2.3365,-0.1649,-139.2504,-0.2666,-5.5309
Story11,MODAL,LinModEigen,Mode,10,Top,0,7.6782,-0.0113,-36.1435,-0.3073,49.7221
Story11,MODAL,LinModEigen,Mode,10,Bottom,0,7.6782,-0.0113,-36.1435,-0.2778,69.6854
Story11,MODAL,LinModEigen,Mode,11,Top,0,0.0291,10.4042,201.4086,-70.189,0.4624
Story11,MODAL,LinModEigen,Mode,11,Bottom,0,0.0291,10.4042,201.4086,-97.2399,0.538
Story11,MODAL,LinModEigen,Mode,12,Top,0,-2.7478,0.3174,160.9111,-2.6791,-16.0941
Story11,MODAL,LinModEigen,Mode,12,Bottom,0,-2.7478,0.3174,160.9111,-3.5042,-23.2383
Story11,PP,LinStatic,None,None,Top,4133.9252,0,0,0,29186.8143,-81948.8556
Story11,PP,LinStatic,None,None,Bottom,4376.487,0,0,0,30976.6503,-86769.7588
Story11,TERP,LinStatic,None,None,Top,592.7943,0,0,0,4046.8409,-11732.0061
Story11,TERP,LinStatic,None,None,Bottom,592.7943,0,0,0,4046.8409,-11732.0061
Story11,TERT,LinStatic,None,None,Top,47.0472,0,0,0,321.1779,-931.1116
Story11,TERT,LinStatic,None,None,Bottom,47.0472,0,0,0,321.1779,-931.1116
Story11,SCP,LinStatic,None,None,Top,1058.5613,0,0,0,7226.5016,-20950.0109
Story11,SCP,LinStatic,None,None,Bottom,1058.5613,0,0,0,7226.5016,-20950.0109
Story11,SCT,LinStatic,None,None,Top,47.0472,0,0,0,321.1779,-931.1116
Story11,SCT,LinStatic,None,None,Bottom,47.0472,0,0,0,321.1779,-931.1116
Story11,SEx,LinRespSpec,Max,None,Top,0,505.0709,35.5006,5792.1926,470.0166,7397.4138
Story11,SEx,LinRespSpec,Max,None,Bottom,0,505.0709,35.5006,5792.1926,561.3701,8598.2281
Story11,SEy,LinRespSpec,Max,None,Top,0,33.0904,505.707,10805.7968,7372.0365,436.8934
Story11,SEy,LinRespSpec,Max,None,Bottom,0,33.0904,505.707,10805.7968,8577.0647,521.9709
Story11,SEx_b2,LinRespSpec,Max,None,Top,0,505.0709,35.5006,5443.1634,470.0166,7397.4138
Story11,SEx_b2,LinRespSpec,Max,None,Bottom,0,505.0709,35.5006,5443.1634,561.3701,8598.2281
Story11,SEy_b2,LinRespSpec,Max,None,Top,0,33.0904,505.707,9832.1844,7372.0365,436.8934
Story11,SEy_b2,LinRespSpec,Max,None,Bottom,0,33.0904,505.707,9832.1844,8577.0647,521.9709
Story11,TorX+,LinStatic,None,None,Top,0,0,0,0,0,0
Story11,TorX+,LinStatic,None,None,Bottom,0,0,0,0,0,0
Story11,TorX-,LinStatic,None,None,Top,0,0,0,0,0,0
Story11,TorX-,LinStatic,None,None,Bottom,0,0,0,0,0,0
Story11,TorY+,LinStatic,None,None,Top,0,0,0,0,0,0
Story11,TorY+,LinStatic,None,None,Bottom,0,0,0,0,0,0
Story11,TorY-,LinStatic,None,None,Top,0,0,0,0,0,0
Story11,TorY-,LinStatic,None,None,Bottom,0,0,0,0,0,0
Story11,ED1_C1_1.4CP,Combination,None,None,Top,6683.2733,0,0,0,46976.7663,-132456.7626
Story11,ED1_C1_1.4CP,Combination,None,None,Bottom,7022.8599,0,0,0,49482.5367,-139206.0271
Story11,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,Top,7445.7416,0,0,0,51988.7912,-147519.9411
Story11,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,Bottom,7736.8158,0,0,0,54136.5944,-153305.025
Story11,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,Top,6862.3568,0,0,0,48006.1859,-135974.1574
Story11,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,Bottom,7153.4309,0,0,0,50153.9891,-141759.2412
Story11,ED1_DYN_XP,Combination,Max,None,Top,6787.0813,707.0992,49.7009,8109.0697,48150.3246,-124127.9995
Story11,ED1_DYN_XP,Combination,Max,None,Bottom,7078.1554,707.0992,49.7009,8109.0697,50426.0227,-128231.9433
Story11,ED1_DYN_XP,Combination,Min,None,Top,6787.0813,-707.0992,-49.7009,-8109.0697,46834.2781,-144840.7582
Story11,ED1_DYN_XP,Combination,Min,None,Bottom,7078.1554,-707.0992,-49.7009,-8109.0697,48854.1864,-152306.9821
Story11,ED1_DYN_XN,Combination,Max,None,Top,6787.0813,707.0992,49.7009,8109.0697,48150.3246,-124127.9995
Story11,ED1_DYN_XN,Combination,Max,None,Bottom,7078.1554,707.0992,49.7009,8109.0697,50426.0227,-128231.9433
Story11,ED1_DYN_XN,Combination,Min,None,Top,6787.0813,-707.0992,-49.7009,-8109.0697,46834.2781,-144840.7582
Story11,ED1_DYN_XN,Combination,Min,None,Bottom,7078.1554,-707.0992,-49.7009,-8109.0697,48854.1864,-152306.9821
Story11,ED1_DYN_YP,Combination,Max,None,Top,6787.0813,46.3266,707.9898,15128.1155,57813.1524,-133872.7281
Story11,ED1_DYN_YP,Combination,Max,None,Bottom,7078.1554,46.3266,707.9898,15128.1155,61647.9952,-139538.7034
Story11,ED1_DYN_YP,Combination,Min,None,Top,6787.0813,-46.3266,-707.9898,-15128.1155,37171.4503,-135096.0295
Story11,ED1_DYN_YP,Combination,Min,None,Bottom,7078.1554,-46.3266,-707.9898,-15128.1155,37632.2139,-141000.2219
Story11,ED1_DYN_YN,Combination,Max,None,Top,6787.0813,46.3266,707.9898,15128.1155,57813.1524,-133872.7281
Story11,ED1_DYN_YN,Combination,Max,None,Bottom,7078.1554,46.3266,707.9898,15128.1155,61647.9952,-139538.7034
Story11,ED1_DYN_YN,Combination,Min,None,Top,6787.0813,-46.3266,-707.9898,-15128.1155,37171.4503,-135096.0295
Story11,ED1_DYN_YN,Combination,Min,None,Bottom,7078.1554,-46.3266,-707.9898,-15128.1155,37632.2139,-141000.2219
Story11,ED1_DYN_09_XP,Combination,Max,None,Top,4296.39,707.0992,49.7009,8109.0697,30857.373,-74794.3966
Story11,ED1_DYN_09_XP,Combination,Max,None,Bottom,4514.6956,707.0992,49.7009,8109.0697,32596.1203,-77452.0695
Story11,ED1_DYN_09_XP,Combination,Min,None,Top,4296.39,-707.0992,-49.7009,-8109.0697,29541.3266,-95507.1553
Story11,ED1_DYN_09_XP,Combination,Min,None,Bottom,4514.6956,-707.0992,-49.7009,-8109.0697,31024.284,-101527.1082
Story11,ED1_DYN_09_XN,Combination,Max,None,Top,4296.39,707.0992,49.7009,8109.0697,30857.373,-74794.3966
Story11,ED1_DYN_09_XN,Combination,Max,None,Bottom,4514.6956,707.0992,49.7009,8109.0697,32596.1203,-77452.0695
Story11,ED1_DYN_09_XN,Combination,Min,None,Top,4296.39,-707.0992,-49.7009,-8109.0697,29541.3266,-95507.1553
Story11,ED1_DYN_09_XN,Combination,Min,None,Bottom,4514.6956,-707.0992,-49.7009,-8109.0697,31024.284,-101527.1082
Story11,ED1_DYN_09_YP,Combination,Max,None,Top,4296.39,46.3266,707.9898,15128.1155,40520.2008,-84539.1253
Story11,ED1_DYN_09_YP,Combination,Max,None,Bottom,4514.6956,46.3266,707.9898,15128.1155,43818.0928,-88758.8296
Story11,ED1_DYN_09_YP,Combination,Min,None,Top,4296.39,-46.3266,-707.9898,-15128.1155,19878.4987,-85762.4267
Story11,ED1_DYN_09_YP,Combination,Min,None,Bottom,4514.6956,-46.3266,-707.9898,-15128.1155,19802.3115,-90220.3481
Story11,ED1_DYN_09_YN,Combination,Max,None,Top,4296.39,46.3266,707.9898,15128.1155,40520.2008,-84539.1253
Story11,ED1_DYN_09_YN,Combination,Max,None,Bottom,4514.6956,46.3266,707.9898,15128.1155,43818.0928,-88758.8296
Story11,ED1_DYN_09_YN,Combination,Min,None,Top,4296.39,-46.3266,-707.9898,-15128.1155,19878.4987,-85762.4267
Story11,ED1_DYN_09_YN,Combination,Min,None,Bottom,4514.6956,-46.3266,-707.9898,-15128.1155,19802.3115,-90220.3481
Story10,Dead,LinStatic,None,None,Top,4571.5739,0,0,0,32284.4793,-90625.8315
Story10,Dead,LinStatic,None,None,Bottom,4814.1357,0,0,0,34074.3153,-95446.7347
Story10,Live,LinStatic,None,None,Top,0,0,0,0,0,0
Story10,Live,LinStatic,None,None,Bottom,0,0,0,0,0,0
Story10,MODAL,LinModEigen,Mode,1,Top,0,-0.1725,-0.0088,-0.8124,0.1307,-2.5391
Story10,MODAL,LinModEigen,Mode,1,Bottom,0,-0.1725,-0.0088,-0.8124,0.1537,-2.9876
Story10,MODAL,LinModEigen,Mode,2,Top,0,-0.0097,-0.2364,-4.3357,3.5233,-0.1439
Story10,MODAL,LinModEigen,Mode,2,Bottom,0,-0.0097,-0.2364,-4.3357,4.138,-0.1692
Story10,MODAL,LinModEigen,Mode,3,Top,0,0.188,-0.0284,-4.2855,0.4205,2.7607
Story10,MODAL,LinModEigen,Mode,3,Bottom,0,0.188,-0.0284,-4.2855,0.4943,3.2495
Story10,MODAL,LinModEigen,Mode,4,Top,0,0.1491,0.0098,0.2553,0.5624,-27.4004
Story10,MODAL,LinModEigen,Mode,4,Bottom,0,0.1491,0.0098,0.2553,0.5368,-27.0128
Story10,MODAL,LinModEigen,Mode,5,Top,0,0.0013,0.3846,7.4394,33.1771,0.6557
Story10,MODAL,LinModEigen,Mode,5,Bottom,0,0.0013,0.3846,7.4394,32.1771,0.6591
Story10,MODAL,LinModEigen,Mode,6,Top,0,-0.0685,0.0001,5.5157,0.7214,11.0297
Story10,MODAL,LinModEigen,Mode,6,Bottom,0,-0.0685,0.0001,5.5157,0.7212,10.8516
Story10,MODAL,LinModEigen,Mode,7,Top,0,7.0449,0.0651,-28.6476,-0.0473,-15.7401
Story10,MODAL,LinModEigen,Mode,7,Bottom,0,7.0449,0.0651,-28.6476,-0.2166,2.5766
Story10,MODAL,LinModEigen,Mode,8,Top,0,-0.0497,9.5798,188.1895,17.9626,0.2626
Story10,MODAL,LinModEigen,Mode,8,Bottom,0,-0.0497,9.5798,188.1895,-6.9448,0.1334
Story10,MODAL,LinModEigen,Mode,9,Top,0,2.4884,-0.1668,-146.1031,-0.2666,-5.5309
Story10,MODAL,LinModEigen,Mode,9,Bottom,0,2.4884,-0.1668,-146.1031,0.1672,0.939
Story10,MODAL,LinModEigen,Mode,10,Top,0,-0.1923,-0.0331,-1.7318,-0.2778,69.6854
Story10,MODAL,LinModEigen,Mode,10,Bottom,0,-0.1923,-0.0331,-1.7318,-0.1916,69.1853
Story10,MODAL,LinModEigen,Mode,11,Top,0,-0.0209,-0.1375,-3.269,-97.2399,0.538
Story10,MODAL,LinModEigen,Mode,11,Bottom,0,-0.0209,-0.1375,-3.269,-96.8824,0.4837
Story10,MODAL,LinModEigen,Mode,12,Top,0,-0.1803,-0.0828,-6.8875,-3.5042,-23.2383
Story10,MODAL,LinModEigen,Mode,12,Bottom,0,-0.1803,-0.0828,-6.8875,-3.289,-23.7072
Story10,PP,LinStatic,None,None,Top,4571.5739,0,0,0,32284.4793,-90625.8315
Story10,PP,LinStatic,None,None,Bottom,4814.1357,0,0,0,34074.3153,-95446.7347
Story10,TERP,LinStatic,None,None,Top,658.6604,0,0,0,4496.4899,-13035.5623
Story10,TERP,LinStatic,None,None,Bottom,658.6604,0,0,0,4496.4899,-13035.5623
Story10,TERT,LinStatic,None,None,Top,47.0472,0,0,0,321.1779,-931.1116
Story10,TERT,LinStatic,None,None,Bottom,47.0472,0,0,0,321.1779,-931.1116
Story10,SCP,LinStatic,None,None,Top,1176.1792,0,0,0,8029.4463,-23277.7898
Story10,SCP,LinStatic,None,None,Bottom,1176.1792,0,0,0,8029.4463,-23277.7898
Story10,SCT,LinStatic,None,None,Top,47.0472,0,0,0,321.1779,-931.1116
Story10,SCT,LinStatic,None,None,Bottom,47.0472,0,0,0,321.1779,-931.1116
Story10,SEx,LinRespSpec,Max,None,Top,0,532.9987,37.499,6114.5404,561.3701,8598.2281
Story10,SEx,LinRespSpec,Max,None,Bottom,0,532.9987,37.499,6114.5404,657.6656,9837.369
Story10,SEy,LinRespSpec,Max,None,Top,0,34.9828,534.3949,11418.7834,8577.0647,521.9709
Story10,SEy,LinRespSpec,Max,None,Bottom,0,34.9828,534.3949,11418.7834,9823.4059,611.6954
Story10,SEx_b2,LinRespSpec,Max,None,Top,0,532.9987,37.499,5746.2116,561.3701,8598.2281
Story10,SEx_b2,LinRespSpec,Max,None,Bottom,0,532.9987,37.499,5746.2116,657.6656,9837.369
Story10,SEy_b2,LinRespSpec,Max,None,Top,0,34.9828,534.3949,10389.9396,8577.0647,521.9709
Story10,SEy_b2,LinRespSpec,Max,None,Bottom,0,34.9828,534.3949,10389.9396,9823.4059,611.6954
Story10,TorX+,LinStatic,None,None,Top,0,0,0,0,0,0
Story10,TorX+,LinStatic,None,None,Bottom,0,0,0,0,0,0
Story10,TorX-,LinStatic,None,None,Top,0,0,0,0,0,0
Story10,TorX-,LinStatic,None,None,Bottom,0,0,0,0,0,0
Story10,TorY+,LinStatic,None,None,Top,0,0,0,0,0,0
Story10,TorY+,LinStatic,None,None,Bottom,0,0,0,0,0,0
Story10,TorY-,LinStatic,None,None,Top,0,0,0,0,0,0
Story10,TorY-,LinStatic,None,None,Bottom,0,0,0,0,0,0
Story10,ED1_C1_1.4CP,Combination,None,None,Top,7388.194,0,0,0,51943.0059,-146429.5076
Story10,ED1_C1_1.4CP,Combination,None,None,Bottom,7727.7805,0,0,0,54448.7763,-153178.7721
Story10,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,Top,8238.148,0,0,0,57530.2795,-163221.026
Story10,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,Bottom,8529.2222,0,0,0,59678.0827,-169006.1099
Story10,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,Top,7584.1924,0,0,0,53065.9074,-150278.5749
Story10,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,Bottom,7875.2665,0,0,0,55213.7105,-156063.6587
Story10,ED1_DYN_XP,Combination,Max,None,Top,7508.9169,746.1982,52.4986,8560.3565,53337.9409,-136751.2769
Story10,ED1_DYN_XP,Combination,Max,None,Bottom,7799.991,746.1982,52.4986,8560.3565,55620.5579,-140801.5636
Story10,ED1_DYN_XP,Combination,Min,None,Top,7508.9169,-746.1982,-52.4986,-8560.3565,51766.1046,-160826.3157
Story10,ED1_DYN_XP,Combination,Min,None,Bottom,7799.991,-746.1982,-52.4986,-8560.3565,53779.0941,-168346.1967
Story10,ED1_DYN_XN,Combination,Max,None,Top,7508.9169,746.1982,52.4986,8560.3565,53337.9409,-136751.2769
Story10,ED1_DYN_XN,Combination,Max,None,Bottom,7799.991,746.1982,52.4986,8560.3565,55620.5579,-140801.5636
Story10,ED1_DYN_XN,Combination,Min,None,Top,7508.9169,-746.1982,-52.4986,-8560.3565,51766.1046,-160826.3157
Story10,ED1_DYN_XN,Combination,Min,None,Bottom,7799.991,-746.1982,-52.4986,-8560.3565,53779.0941,-168346.1967
Story10,ED1_DYN_YP,Combination,Max,None,Top,7508.9169,48.976,748.1528,15986.2967,64559.9134,-148058.0371
Story10,ED1_DYN_YP,Combination,Max,None,Bottom,7799.991,48.976,748.1528,15986.2967,68452.5943,-153717.5066
Story10,ED1_DYN_YP,Combination,Min,None,Top,7508.9169,-48.976,-748.1528,-15986.2967,40544.1321,-149519.5556
Story10,ED1_DYN_YP,Combination,Min,None,Bottom,7799.991,-48.976,-748.1528,-15986.2967,40947.0577,-155430.2537
Story10,ED1_DYN_YN,Combination,Max,None,Top,7508.9169,48.976,748.1528,15986.2967,64559.9134,-148058.0371
Story10,ED1_DYN_YN,Combination,Max,None,Bottom,7799.991,48.976,748.1528,15986.2967,68452.5943,-153717.5066
Story10,ED1_DYN_YN,Combination,Min,None,Top,7508.9169,-48.976,-748.1528,-15986.2967,40544.1321,-149519.5556
Story10,ED1_DYN_YN,Combination,Min,None,Bottom,7799.991,-48.976,-748.1528,-15986.2967,40947.0577,-155430.2537
Story10,ED1_DYN_09_XP,Combination,Max,None,Top,4749.5533,746.1982,52.4986,8560.3565,34177.8505,-82095.7355
Story10,ED1_DYN_09_XP,Combination,Max,None,Bottom,4967.8589,746.1982,52.4986,8560.3565,35923.5167,-84699.7512
Story10,ED1_DYN_09_XP,Combination,Min,None,Top,4749.5533,-746.1982,-52.4986,-8560.3565,32606.0142,-106170.7743
Story10,ED1_DYN_09_XP,Combination,Min,None,Bottom,4967.8589,-746.1982,-52.4986,-8560.3565,34082.0529,-112244.3843
Story10,ED1_DYN_09_XN,Combination,Max,None,Top,4749.5533,746.1982,52.4986,8560.3565,34177.8505,-82095.7355
Story10,ED1_DYN_09_XN,Combination,Max,None,Bottom,4967.8589,746.1982,52.4986,8560.3565,35923.5167,-84699.7512
Story10,ED1_DYN_09_XN,Combination,Min,None,Top,4749.5533,-746.1982,-52.4986,-8560.3565,32606.0142,-106170.7743
Story10,ED1_DYN_09_XN,Combination,Min,None,Bottom,4967.8589,-746.1982,-52.4986,-8560.3565,34082.0529,-112244.3843
Story10,ED1_DYN_09_YP,Combination,Max,None,Top,4749.5533,48.976,748.1528,15986.2967,45399.823,-93402.4957
Story10,ED1_DYN_09_YP,Combination,Max,None,Bottom,4967.8589,48.976,748.1528,15986.2967,48755.5531,-97615.6942
Story10,ED1_DYN_09_YP,Combination,Min,None,Top,4749.5533,-48.976,-748.1528,-15986.2967,21384.0417,-94864.0141
Story10,ED1_DYN_09_YP,Combination,Min,None,Bottom,4967.8589,-48.976,-748.1528,-15986.2967,21250.0165,-99328.4413
Story10,ED1_DYN_09_YN,Combination,Max,None,Top,4749.5533,48.976,748.1528,15986.2967,45399.823,-93402.4957
