Story,OutputCase,CaseType,StepType,StepNumber,Direction,Drift,Label,X,Y,Z
Story10,ED1_DYN_XN,Combination,Max,None,Y,0.001164,22,38.505,13.821,26.8
Story10,ED1_DYN_XN,Combination,Min,None,X,0.001312,15,27.834,0,26.8
Story10,ED1_DYN_XN,Combination,Min,None,Y,0.001238,2,0,6.446,26.8
Story10,ED1_DYN_YP,Combination,Max,None,X,0.000204,53,25.115,13.821,26.8
Story10,ED1_DYN_YP,Combination,Max,None,Y,0.001543,2,0,6.446,26.8
Story10,ED1_DYN_YP,Combination,Min,None,X,0.000247,53,25.115,13.821,26.8
Story10,ED1_DYN_YP,Combination,Min,None,Y,0.001833,2,0,6.446,26.8
Story10,ED1_DYN_YN,Combination,Max,None,X,0.000204,53,25.115,13.821,26.8
Story10,ED1_DYN_YN,Combination,Max,None,Y,0.001543,2,0,6.446,26.8
Story10,ED1_DYN_YN,Combination,Min,None,X,0.000247,53,25.115,13.821,26.8
Story10,ED1_DYN_YN,Combination,Min,None,Y,0.001833,2,0,6.446,26.8
Story10,ED1_DYN_09_XP,Combination,Max,None,X,0.001347,15,27.834,0,26.8
Story10,ED1_DYN_09_XP,Combination,Max,None,Y,0.001173,22,38.505,13.821,26.8
Story10,ED1_DYN_09_XP,Combination,Min,None,X,0.001321,15,27.834,0,26.8
Story10,ED1_DYN_09_XP,Combination,Min,None,Y,0.001202,22,38.505,13.821,26.8
Story10,ED1_DYN_09_XN,Combination,Max,None,X,0.001347,15,27.834,0,26.8
Story10,ED1_DYN_09_XN,Combination,Max,None,Y,0.001173,22,38.505,13.821,26.8
Story10,ED1_DYN_09_XN,Combination,Min,None,X,0.001321,15,27.834,0,26.8
Story10,ED1_DYN_09_XN,Combination,Min,None,Y,0.001202,22,38.505,13.821,26.8
Story10,ED1_DYN_09_YP,Combination,Max,None,X,0.000213,53,25.115,13.821,26.8
Story10,ED1_DYN_09_YP,Combination,Max,None,Y,0.001603,2,0,6.446,26.8
Story10,ED1_DYN_09_YP,Combination,Min,None,X,0.000238,53,25.115,13.821,26.8
Story10,ED1_DYN_09_YP,Combination,Min,None,Y,0.001773,2,0,6.446,26.8
Story10,ED1_DYN_09_YN,Combination,Max,None,X,0.000213,53,25.115,13.821,26.8
Story10,ED1_DYN_09_YN,Combination,Max,None,Y,0.001603,2,0,6.446,26.8
Story10,ED1_DYN_09_YN,Combination,Min,None,X,0.000238,53,25.115,13.821,26.8
Story10,ED1_DYN_09_YN,Combination,Min,None,Y,0.001773,2,0,6.446,26.8
Story9,Dead,LinStatic,None,None,Y,7.1E-05,2,0,6.446,24.2
Story9,MODAL,LinModEigen,Mode,1,X,4.449E-07,15,27.834,0,24.2
Story9,MODAL,LinModEigen,Mode,2,Y,4.488E-07,2,0,6.446,24.2
Story9,MODAL,LinModEigen,Mode,3,X,4.275E-07,53,25.115,13.821,24.2
Story9,MODAL,LinModEigen,Mode,4,X,1.081E-07,15,27.834,0,24.2
Story9,MODAL,LinModEigen,Mode,5,Y,1.148E-07,2,0,6.446,24.2
Story9,MODAL,LinModEigen,Mode,6,X,9.078E-08,53,25.115,13.821,24.2
Story9,MODAL,LinModEigen,Mode,6,Y,1.972E-07,2,0,6.446,24.2
Story9,MODAL,LinModEigen,Mode,7,X,2E-06,15,27.834,0,24.2
Story9,MODAL,LinModEigen,Mode,8,Y,2E-06,2,0,6.446,24.2
Story9,MODAL,LinModEigen,Mode,9,X,1E-06,53,25.115,13.821,24.2
Story9,MODAL,LinModEigen,Mode,9,Y,3E-06,2,0,6.446,24.2
Story9,MODAL,LinModEigen,Mode,10,X,2E-06,15,27.834,0,24.2
Story9,MODAL,LinModEigen,Mode,11,Y,2E-06,2,0,6.446,24.2
Story9,MODAL,LinModEigen,Mode,12,X,1E-06,53,25.115,13.821,24.2
Story9,PP,LinStatic,None,None,Y,7.1E-05,2,0,6.446,24.2
Story9,TERP,LinStatic,None,None,Y,1.6E-05,2,0,6.446,24.2
Story9,TERT,LinStatic,None,None,Y,1E-06,2,0,6.446,24.2
Story9,SCP,LinStatic,None,None,Y,2.9E-05,2,0,6.446,24.2
Story9,SCT,LinStatic,None,None,Y,1E-06,2,0,6.446,24.2
Story9,SEx,LinRespSpec,Max,None,X,0.000921,15,27.834,0,24.2
Story9,SEx,LinRespSpec,Max,None,Y,0.000809,22,38.505,13.821,24.2
Story9,SEy,LinRespSpec,Max,None,X,0.000154,53,25.115,13.821,24.2
Story9,SEy,LinRespSpec,Max,None,Y,0.001149,2,0,6.446,24.2
Story9,SEx_b2,LinRespSpec,Max,None,X,0.000886,15,27.834,0,24.2
Story9,SEx_b2,LinRespSpec,Max,None,Y,0.000728,22,38.505,13.821,24.2
Story9,SEy_b2,LinRespSpec,Max,None,Y,0.000906,2,0,6.446,24.2
Story9,ED1_C1_1.4CP,Combination,None,None,Y,0.000123,2,0,6.446,24.2
Story9,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,Y,0.000152,2,0,6.446,24.2
Story9,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,Y,0.000136,2,0,6.446,24.2
Story9,ED1_DYN_XP,Combination,Max,None,X,0.00131,15,27.834,0,24.2
Story9,ED1_DYN_XP,Combination,Max,None,Y,0.001112,22,38.505,13.821,24.2
Story9,ED1_DYN_XP,Combination,Min,None,X,0.001269,15,27.834,0,24.2
Story9,ED1_DYN_XP,Combination,Min,None,Y,0.001176,2,0,6.446,24.2
Story9,ED1_DYN_XN,Combination,Max,None,X,0.00131,15,27.834,0,24.2
Story9,ED1_DYN_XN,Combination,Max,None,Y,0.001112,22,38.505,13.821,24.2
Story9,ED1_DYN_XN,Combination,Min,None,X,0.001269,15,27.834,0,24.2
Story9,ED1_DYN_XN,Combination,Min,None,Y,0.001176,2,0,6.446,24.2
Story9,ED1_DYN_YP,Combination,Max,None,X,0.000195,53,25.115,13.821,24.2
Story9,ED1_DYN_YP,Combination,Max,None,Y,0.001474,2,0,6.446,24.2
Story9,ED1_DYN_YP,Combination,Min,None,X,0.000236,53,25.115,13.821,24.2
Story9,ED1_DYN_YP,Combination,Min,None,Y,0.001743,2,0,6.446,24.2
Story9,ED1_DYN_YN,Combination,Max,None,X,0.000195,53,25.115,13.821,24.2
Story9,ED1_DYN_YN,Combination,Max,None,Y,0.001474,2,0,6.446,24.2
Story9,ED1_DYN_YN,Combination,Min,None,X,0.000236,53,25.115,13.821,24.2
Story9,ED1_DYN_YN,Combination,Min,None,Y,0.001743,2,0,6.446,24.2
Story9,ED1_DYN_09_XP,Combination,Max,None,X,0.001302,15,27.834,0,24.2
Story9,ED1_DYN_09_XP,Combination,Max,None,Y,0.00112,22,38.505,13.821,24.2
Story9,ED1_DYN_09_XP,Combination,Min,None,X,0.001278,15,27.834,0,24.2
Story9,ED1_DYN_09_XP,Combination,Min,None,Y,0.001146,22,38.505,13.821,24.2
Story9,ED1_DYN_09_XN,Combination,Max,None,X,0.001302,15,27.834,0,24.2
Story9,ED1_DYN_09_XN,Combination,Max,None,Y,0.00112,22,38.505,13.821,24.2
Story9,ED1_DYN_09_XN,Combination,Min,None,X,0.001278,15,27.834,0,24.2
Story9,ED1_DYN_09_XN,Combination,Min,None,Y,0.001146,22,38.505,13.821,24.2
Story9,ED1_DYN_09_YP,Combination,Max,None,X,0.000204,53,25.115,13.821,24.2
Story9,ED1_DYN_09_YP,Combination,Max,None,Y,0.001529,2,0,6.446,24.2
Story9,ED1_DYN_09_YP,Combination,Min,None,X,0.000227,53,25.115,13.821,24.2
Story9,ED1_DYN_09_YP,Combination,Min,None,Y,0.001687,2,0,6.446,24.2
Story9,ED1_DYN_09_YN,Combination,Max,None,X,0.000204,53,25.115,13.821,24.2
Story9,ED1_DYN_09_YN,Combination,Max,None,Y,0.001529,2,0,6.446,24.2
Story9,ED1_DYN_09_YN,Combination,Min,None,X,0.000227,53,25.115,13.821,24.2
Story9,ED1_DYN_09_YN,Combination,Min,None,Y,0.001687,2,0,6.446,24.2
Story8,Dead,LinStatic,None,None,Y,6.4E-05,2,0,6.446,21.6
Story8,MODAL,LinModEigen,Mode,1,X,4.228E-07,15,27.834,0,21.6
Story8,MODAL,LinModEigen,Mode,2,Y,4.218E-07,2,0,6.446,21.6
Story8,MODAL,LinModEigen,Mode,3,X,4.06E-07,53,25.115,13.821,21.6
Story8,MODAL,LinModEigen,Mode,4,X,3.81E-07,15,27.834,0,21.6
Story8,MODAL,LinModEigen,Mode,5,Y,3.605E-07,2,0,6.446,21.6
Story8,MODAL,LinModEigen,Mode,6,X,2.9E-07,53,25.115,13.821,21.6
Story8,MODAL,LinModEigen,Mode,6,Y,1E-06,2,0,6.446,21.6
Story8,MODAL,LinModEigen,Mode,7,X,2E-06,15,27.834,0,21.6
Story8,MODAL,LinModEigen,Mode,8,Y,1E-06,2,0,6.446,21.6
Story8,MODAL,LinModEigen,Mode,9,X,1E-06,53,25.115,13.821,21.6
Story8,MODAL,LinModEigen,Mode,9,Y,2E-06,2,0,6.446,21.6
Story8,MODAL,LinModEigen,Mode,10,X,3E-06,15,27.834,0,21.6
Story8,MODAL,LinModEigen,Mode,11,Y,3E-06,2,0,6.446,21.6
Story8,MODAL,LinModEigen,Mode,12,X,2E-06,53,25.115,13.821,21.6
Story8,PP,LinStatic,None,None,Y,6.4E-05,2,0,6.446,21.6
Story8,TERP,LinStatic,None,None,Y,1.5E-05,2,0,6.446,21.6
Story8,TERT,LinStatic,None,None,Y,1E-06,2,0,6.446,21.6
Story8,SCP,LinStatic,None,None,Y,2.6E-05,2,0,6.446,21.6
Story8,SCT,LinStatic,None,None,Y,1E-06,2,0,6.446,21.6
Story8,SEx,LinRespSpec,Max,None,X,0.00088,15,27.834,0,21.6
Story8,SEx,LinRespSpec,Max,None,Y,0.000762,22,38.505,13.821,21.6
Story8,SEy,LinRespSpec,Max,None,X,0.000145,53,25.115,13.821,21.6
Story8,SEy,LinRespSpec,Max,None,Y,0.00108,2,0,6.446,21.6
Story8,SEx_b2,LinRespSpec,Max,None,X,0.000847,15,27.834,0,21.6
Story8,SEx_b2,LinRespSpec,Max,None,Y,0.000686,22,38.505,13.821,21.6
Story8,SEy_b2,LinRespSpec,Max,None,Y,0.000852,2,0,6.446,21.6
Story8,ED1_C1_1.4CP,Combination,None,None,Y,0.000112,2,0,6.446,21.6
Story8,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,Y,0.000139,2,0,6.446,21.6
Story8,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,Y,0.000124,2,0,6.446,21.6
Story8,ED1_DYN_XP,Combination,Max,None,X,0.001251,15,27.834,0,21.6
Story8,ED1_DYN_XP,Combination,Max,None,Y,0.001048,22,38.505,13.821,21.6
Story8,ED1_DYN_XP,Combination,Min,None,X,0.001214,15,27.834,0,21.6
Story8,ED1_DYN_XP,Combination,Min,None,Y,0.001102,2,0,6.446,21.6
Story8,ED1_DYN_XN,Combination,Max,None,X,0.001251,15,27.834,0,21.6
Story8,ED1_DYN_XN,Combination,Max,None,Y,0.001048,22,38.505,13.821,21.6
Story8,ED1_DYN_XN,Combination,Min,None,X,0.001214,15,27.834,0,21.6
Story8,ED1_DYN_XN,Combination,Min,None,Y,0.001102,2,0,6.446,21.6
Story8,ED1_DYN_YP,Combination,Max,None,X,0.000185,53,25.115,13.821,21.6
Story8,ED1_DYN_YP,Combination,Max,None,Y,0.00139,2,0,6.446,21.6
Story8,ED1_DYN_YP,Combination,Min,None,X,0.000222,53,25.115,13.821,21.6
Story8,ED1_DYN_YP,Combination,Min,None,Y,0.001635,2,0,6.446,21.6
Story8,ED1_DYN_YN,Combination,Max,None,X,0.000185,53,25.115,13.821,21.6
Story8,ED1_DYN_YN,Combination,Max,None,Y,0.00139,2,0,6.446,21.6
Story8,ED1_DYN_YN,Combination,Min,None,X,0.000222,53,25.115,13.821,21.6
Story8,ED1_DYN_YN,Combination,Min,None,Y,0.001635,2,0,6.446,21.6
Story8,ED1_DYN_09_XP,Combination,Max,None,X,0.001243,15,27.834,0,21.6
Story8,ED1_DYN_09_XP,Combination,Max,None,Y,0.001055,22,38.505,13.821,21.6
Story8,ED1_DYN_09_XP,Combination,Min,None,X,0.001221,15,27.834,0,21.6
Story8,ED1_DYN_09_XP,Combination,Min,None,Y,0.001078,22,38.505,13.821,21.6
Story8,ED1_DYN_09_XN,Combination,Max,None,X,0.001243,15,27.834,0,21.6
Story8,ED1_DYN_09_XN,Combination,Max,None,Y,0.001055,22,38.505,13.821,21.6
Story8,ED1_DYN_09_XN,Combination,Min,None,X,0.001221,15,27.834,0,21.6
Story8,ED1_DYN_09_XN,Combination,Min,None,Y,0.001078,22,38.505,13.821,21.6
Story8,ED1_DYN_09_YP,Combination,Max,None,X,0.000193,53,25.115,13.821,21.6
Story8,ED1_DYN_09_YP,Combination,Max,None,Y,0.001441,2,0,6.446,21.6
Story8,ED1_DYN_09_YP,Combination,Min,None,X,0.000214,53,25.115,13.821,21.6
Story8,ED1_DYN_09_YP,Combination,Min,None,Y,0.001585,2,0,6.446,21.6
Story8,ED1_DYN_09_YN,Combination,Max,None,X,0.000193,53,25.115,13.821,21.6
Story8,ED1_DYN_09_YN,Combination,Max,None,Y,0.001441,2,0,6.446,21.6
Story8,ED1_DYN_09_YN,Combination,Min,None,X,0.000214,53,25.115,13.821,21.6
Story8,ED1_DYN_09_YN,Combination,Min,None,Y,0.001585,2,0,6.446,21.6
Story7,Dead,LinStatic,None,None,Y,5.8E-05,2,0,6.446,19
Story7,MODAL,LinModEigen,Mode,1,X,3.949E-07,15,27.834,0,19
Story7,MODAL,LinModEigen,Mode,2,Y,3.897E-07,2,0,6.446,19
Story7,MODAL,LinModEigen,Mode,3,X,3.791E-07,53,25.115,13.821,19
Story7,MODAL,LinModEigen,Mode,4,X,1E-06,15,27.834,0,19
Story7,MODAL,LinModEigen,Mode,5,Y,1E-06,2,0,6.446,19
Story7,MODAL,LinModEigen,Mode,6,X,4.603E-07,53,25.115,13.821,19
Story7,MODAL,LinModEigen,Mode,6,Y,1E-06,2,0,6.446,19
Story7,MODAL,LinModEigen,Mode,7,X,1E-06,15,27.834,0,19
Story7,MODAL,LinModEigen,Mode,8,Y,1E-06,2,0,6.446,19
Story7,MODAL,LinModEigen,Mode,9,X,1E-06,53,25.115,13.821,19
Story7,MODAL,LinModEigen,Mode,9,Y,1E-06,2,0,6.446,19
Story7,MODAL,LinModEigen,Mode,10,X,3E-06,15,27.834,0,19
Story7,MODAL,LinModEigen,Mode,11,Y,3E-06,2,0,6.446,19
Story7,MODAL,LinModEigen,Mode,12,X,2E-06,53,25.115,13.821,19
Story7,PP,LinStatic,None,None,Y,5.8E-05,2,0,6.446,19
Story7,TERP,LinStatic,None,None,Y,1.3E-05,2,0,6.446,19
Story7,TERT,LinStatic,None,None,Y,1E-06,2,0,6.446,19
Story7,SCP,LinStatic,None,None,Y,2.4E-05,2,0,6.446,19
Story7,SCT,LinStatic,None,None,Y,1E-06,2,0,6.446,19
Story7,SEx,LinRespSpec,Max,None,X,0.000828,15,27.834,0,19
Story7,SEx,LinRespSpec,Max,None,Y,0.000706,22,38.505,13.821,19
Story7,SEy,LinRespSpec,Max,None,X,0.000135,53,25.115,13.821,19
Story7,SEy,LinRespSpec,Max,None,Y,0.001,2,0,6.446,19
Story7,SEx_b2,LinRespSpec,Max,None,X,0.000797,15,27.834,0,19
Story7,SEx_b2,LinRespSpec,Max,None,Y,0.000635,22,38.505,13.821,19
Story7,SEy_b2,LinRespSpec,Max,None,Y,0.000788,2,0,6.446,19
Story7,ED1_C1_1.4CP,Combination,None,None,Y,0.0001,2,0,6.446,19
Story7,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,Y,0.000124,2,0,6.446,19
Story7,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,Y,0.00011,2,0,6.446,19
Story7,ED1_DYN_XP,Combination,Max,None,X,0.001175,15,27.834,0,19
Story7,ED1_DYN_XP,Combination,Max,None,Y,0.000971,22,38.505,13.821,19
Story7,ED1_DYN_XP,Combination,Min,None,X,0.001142,15,27.834,0,19
Story7,ED1_DYN_XP,Combination,Min,None,Y,0.001016,1,0,0.701,19
Story7,ED1_DYN_XN,Combination,Max,None,X,0.001175,15,27.834,0,19
Story7,ED1_DYN_XN,Combination,Max,None,Y,0.000971,22,38.505,13.821,19
Story7,ED1_DYN_XN,Combination,Min,None,X,0.001142,15,27.834,0,19
Story7,ED1_DYN_XN,Combination,Min,None,Y,0.001016,1,0,0.701,19
Story7,ED1_DYN_YP,Combination,Max,None,X,0.000172,53,25.115,13.821,19
Story7,ED1_DYN_YP,Combination,Max,None,Y,0.001291,2,0,6.446,19
Story7,ED1_DYN_YP,Combination,Min,None,X,0.000206,53,25.115,13.821,19
Story7,ED1_DYN_YP,Combination,Min,None,Y,0.00151,2,0,6.446,19
Story7,ED1_DYN_YN,Combination,Max,None,X,0.000172,53,25.115,13.821,19
Story7,ED1_DYN_YN,Combination,Max,None,Y,0.001291,2,0,6.446,19
Story7,ED1_DYN_YN,Combination,Min,None,X,0.000206,53,25.115,13.821,19
Story7,ED1_DYN_YN,Combination,Min,None,Y,0.00151,2,0,6.446,19
Story7,ED1_DYN_09_XP,Combination,Max,None,X,0.001169,15,27.834,0,19
Story7,ED1_DYN_09_XP,Combination,Max,None,Y,0.000978,22,38.505,13.821,19
Story7,ED1_DYN_09_XP,Combination,Min,None,X,0.001149,15,27.834,0,19
Story7,ED1_DYN_09_XP,Combination,Min,None,Y,0.000998,22,38.505,13.821,19
Story7,ED1_DYN_09_XN,Combination,Max,None,X,0.001169,15,27.834,0,19
Story7,ED1_DYN_09_XN,Combination,Max,None,Y,0.000978,22,38.505,13.821,19
Story7,ED1_DYN_09_XN,Combination,Min,None,X,0.001149,15,27.834,0,19
Story7,ED1_DYN_09_XN,Combination,Min,None,Y,0.000998,22,38.505,13.821,19
Story7,ED1_DYN_09_YP,Combination,Max,None,X,0.000179,53,25.115,13.821,19
Story7,ED1_DYN_09_YP,Combination,Max,None,Y,0.001336,2,0,6.446,19
Story7,ED1_DYN_09_YP,Combination,Min,None,X,0.000198,53,25.115,13.821,19
Story7,ED1_DYN_09_YP,Combination,Min,None,Y,0.001464,2,0,6.446,19
Story7,ED1_DYN_09_YN,Combination,Max,None,X,0.000179,53,25.115,13.821,19
Story7,ED1_DYN_09_YN,Combination,Max,None,Y,0.001336,2,0,6.446,19
Story7,ED1_DYN_09_YN,Combination,Min,None,X,0.000198,53,25.115,13.821,19
Story7,ED1_DYN_09_YN,Combination,Min,None,Y,0.001464,2,0,6.446,19
Story6,Dead,LinStatic,None,None,Y,5E-05,2,0,6.446,16.4
Story6,MODAL,LinModEigen,Mode,1,X,3.609E-07,15,27.834,0,16.4
Story6,MODAL,LinModEigen,Mode,2,Y,3.523E-07,2,0,6.446,16.4
Story6,MODAL,LinModEigen,Mode,3,X,3.463E-07,53,25.115,13.821,16.4
Story6,MODAL,LinModEigen,Mode,4,X,1E-06,15,27.834,0,16.4
Story6,MODAL,LinModEigen,Mode,5,Y,1E-06,2,0,6.446,16.4
Story6,MODAL,LinModEigen,Mode,6,X,1E-06,53,25.115,13.821,16.4
Story6,MODAL,LinModEigen,Mode,6,Y,1E-06,2,0,6.446,16.4
Story6,MODAL,LinModEigen,Mode,7,X,2.126E-07,15,27.834,0,16.4
Story6,MODAL,LinModEigen,Mode,8,Y,2.107E-07,2,0,6.446,16.4
Story6,MODAL,LinModEigen,Mode,9,X,1.54E-07,53,25.115,13.821,16.4
Story6,MODAL,LinModEigen,Mode,9,Y,2.811E-07,2,0,6.446,16.4
Story6,MODAL,LinModEigen,Mode,10,X,3E-06,15,27.834,0,16.4
Story6,MODAL,LinModEigen,Mode,11,Y,2E-06,2,0,6.446,16.4
Story6,MODAL,LinModEigen,Mode,12,X,2E-06,53,25.115,13.821,16.4
Story6,PP,LinStatic,None,None,Y,5E-05,2,0,6.446,16.4
Story6,TERP,LinStatic,None,None,Y,1.2E-05,2,0,6.446,16.4
Story6,TERT,LinStatic,None,None,Y,1E-06,2,0,6.446,16.4
Story6,SCP,LinStatic,None,None,Y,2.1E-05,2,0,6.446,16.4
Story6,SCT,LinStatic,None,None,Y,1E-06,2,0,6.446,16.4
Story6,SEx,LinRespSpec,Max,None,X,0.000763,15,27.834,0,16.4
Story6,SEx,LinRespSpec,Max,None,Y,0.00064,22,38.505,13.821,16.4
Story6,SEy,LinRespSpec,Max,None,X,0.000122,53,25.115,13.821,16.4
Story6,SEy,LinRespSpec,Max,None,Y,0.000907,2,0,6.446,16.4
Story6,SEx_b2,LinRespSpec,Max,None,X,0.000735,15,27.834,0,16.4
Story6,SEx_b2,LinRespSpec,Max,None,Y,0.000575,22,38.505,13.821,16.4
Story6,SEy_b2,LinRespSpec,Max,None,Y,0.000715,2,0,6.446,16.4
Story6,ED1_C1_1.4CP,Combination,None,None,Y,8.7E-05,2,0,6.446,16.4
Story6,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,Y,0.000108,2,0,6.446,16.4
Story6,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,Y,9.6E-05,2,0,6.446,16.4
Story6,ED1_DYN_XP,Combination,Max,None,X,0.001083,15,27.834,0,16.4
Story6,ED1_DYN_XP,Combination,Max,None,Y,0.000882,22,38.505,13.821,16.4
Story6,ED1_DYN_XP,Combination,Min,None,X,0.001054,15,27.834,0,16.4
Story6,ED1_DYN_XP,Combination,Min,None,Y,0.000917,2,0,6.446,16.4
Story6,ED1_DYN_XN,Combination,Max,None,X,0.001083,15,27.834,0,16.4
Story6,ED1_DYN_XN,Combination,Max,None,Y,0.000882,22,38.505,13.821,16.4
Story6,ED1_DYN_XN,Combination,Min,None,X,0.001054,15,27.834,0,16.4
Story6,ED1_DYN_XN,Combination,Min,None,Y,0.000917,2,0,6.446,16.4
Story6,ED1_DYN_YP,Combination,Max,None,X,0.000157,53,25.115,13.821,16.4
Story6,ED1_DYN_YP,Combination,Max,None,Y,0.001174,2,0,6.446,16.4
Story6,ED1_DYN_YP,Combination,Min,None,X,0.000186,53,25.115,13.821,16.4
Story6,ED1_DYN_YP,Combination,Min,None,Y,0.001365,2,0,6.446,16.4
Story6,ED1_DYN_YN,Combination,Max,None,X,0.000157,53,25.115,13.821,16.4
Story6,ED1_DYN_YN,Combination,Max,None,Y,0.001174,2,0,6.446,16.4
Story6,ED1_DYN_YN,Combination,Min,None,X,0.000186,53,25.115,13.821,16.4
Story6,ED1_DYN_YN,Combination,Min,None,Y,0.001365,2,0,6.446,16.4
Story6,ED1_DYN_09_XP,Combination,Max,None,X,0.001077,15,27.834,0,16.4
Story6,ED1_DYN_09_XP,Combination,Max,None,Y,0.000887,22,38.505,13.821,16.4
Story6,ED1_DYN_09_XP,Combination,Min,None,X,0.00106,15,27.834,0,16.4
Story6,ED1_DYN_09_XP,Combination,Min,None,Y,0.000904,22,38.505,13.821,16.4
Story6,ED1_DYN_09_XN,Combination,Max,None,X,0.001077,15,27.834,0,16.4
Story6,ED1_DYN_09_XN,Combination,Max,None,Y,0.000887,22,38.505,13.821,16.4
Story6,ED1_DYN_09_XN,Combination,Min,None,X,0.00106,15,27.834,0,16.4
Story6,ED1_DYN_09_XN,Combination,Min,None,Y,0.000904,22,38.505,13.821,16.4
Story6,ED1_DYN_09_YP,Combination,Max,None,X,0.000163,53,25.115,13.821,16.4
Story6,ED1_DYN_09_YP,Combination,Max,None,Y,0.001213,2,0,6.446,16.4
Story6,ED1_DYN_09_YP,Combination,Min,None,X,0.00018,53,25.115,13.821,16.4
Story6,ED1_DYN_09_YP,Combination,Min,None,Y,0.001326,2,0,6.446,16.4
Story6,ED1_DYN_09_YN,Combination,Max,None,X,0.000163,53,25.115,13.821,16.4
Story6,ED1_DYN_09_YN,Combination,Max,None,Y,0.001213,2,0,6.446,16.4
Story6,ED1_DYN_09_YN,Combination,Min,None,X,0.00018,53,25.115,13.821,16.4
Story6,ED1_DYN_09_YN,Combination,Min,None,Y,0.001326,2,0,6.446,16.4
Story5,Dead,LinStatic,None,None,Y,4.3E-05,2,0,6.446,13.8
Story5,MODAL,LinModEigen,Mode,1,X,3.203E-07,15,27.834,0,13.8
Story5,MODAL,LinModEigen,Mode,2,Y,3.094E-07,2,0,6.446,13.8
Story5,MODAL,LinModEigen,Mode,3,X,3.072E-07,53,25.115,13.821,13.8
Story5,MODAL,LinModEigen,Mode,4,X,1E-06,15,27.834,0,13.8
Story5,MODAL,LinModEigen,Mode,5,Y,1E-06,2,0,6.446,13.8
Story5,MODAL,LinModEigen,Mode,6,X,1E-06,53,25.115,13.821,13.8
Story5,MODAL,LinModEigen,Mode,6,Y,1E-06,2,0,6.446,13.8
Story5,MODAL,LinModEigen,Mode,7,X,1E-06,15,27.834,0,13.8
Story5,MODAL,LinModEigen,Mode,8,Y,4.795E-07,2,0,6.446,13.8
Story5,MODAL,LinModEigen,Mode,9,X,3.732E-07,53,25.115,13.821,13.8
Story5,MODAL,LinModEigen,Mode,9,Y,1E-06,2,0,6.446,13.8
Story5,MODAL,LinModEigen,Mode,10,X,1E-06,15,27.834,0,13.8
Story5,MODAL,LinModEigen,Mode,11,Y,1E-06,2,0,6.446,13.8
Story5,MODAL,LinModEigen,Mode,12,X,1E-06,53,25.115,13.821,13.8
Story5,PP,LinStatic,None,None,Y,4.3E-05,2,0,6.446,13.8
Story5,TERP,LinStatic,None,None,Y,1E-05,2,0,6.446,13.8
Story5,TERT,LinStatic,None,None,Y,4.466E-07,2,0,6.446,13.8
Story5,SCP,LinStatic,None,None,Y,1.7E-05,2,0,6.446,13.8
Story5,SCT,LinStatic,None,None,Y,4.466E-07,2,0,6.446,13.8
Story5,SEx,LinRespSpec,Max,None,X,0.000684,15,27.834,0,13.8
Story5,SEx,LinRespSpec,Max,None,Y,0.000563,22,38.505,13.821,13.8
Story5,SEy,LinRespSpec,Max,None,X,0.000108,53,25.115,13.821,13.8
Story5,SEy,LinRespSpec,Max,None,Y,0.000799,2,0,6.446,13.8
Story5,SEx_b2,LinRespSpec,Max,None,X,0.000659,15,27.834,0,13.8
Story5,SEx_b2,LinRespSpec,Max,None,Y,0.000507,22,38.505,13.821,13.8
Story5,SEy_b2,LinRespSpec,Max,None,Y,0.00063,2,0,6.446,13.8
Story5,ED1_C1_1.4CP,Combination,None,None,Y,7.4E-05,2,0,6.446,13.8
Story5,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,Y,9.1E-05,2,0,6.446,13.8
Story5,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,Y,8.1E-05,2,0,6.446,13.8
Story5,ED1_DYN_XP,Combination,Max,None,X,0.00097,15,27.834,0,13.8
Story5,ED1_DYN_XP,Combination,Max,None,Y,0.000777,22,38.505,13.821,13.8
Story5,ED1_DYN_XP,Combination,Min,None,X,0.000945,15,27.834,0,13.8
Story5,ED1_DYN_XP,Combination,Min,None,Y,0.000804,1,0,0.701,13.8
Story5,ED1_DYN_XN,Combination,Max,None,X,0.00097,15,27.834,0,13.8
Story5,ED1_DYN_XN,Combination,Max,None,Y,0.000777,22,38.505,13.821,13.8
Story5,ED1_DYN_XN,Combination,Min,None,X,0.000945,15,27.834,0,13.8
Story5,ED1_DYN_XN,Combination,Min,None,Y,0.000804,1,0,0.701,13.8
Story5,ED1_DYN_YP,Combination,Max,None,X,0.000138,53,25.115,13.821,13.8
Story5,ED1_DYN_YP,Combination,Max,None,Y,0.001038,2,0,6.446,13.8
Story5,ED1_DYN_YP,Combination,Min,None,X,0.000164,53,25.115,13.821,13.8
Story5,ED1_DYN_YP,Combination,Min,None,Y,0.0012,2,0,6.446,13.8
Story5,ED1_DYN_YN,Combination,Max,None,X,0.000138,53,25.115,13.821,13.8
